train_domains,test_domains,fraction,method,avg_acc,worst_acc,train_loss,val_loss
['art_painting'],"['cartoon', 'photo', 'sketch']",0.2,CORAL+NC,0.6520827425766295,0.5874268261644184,1.8753236830234528,1.8887096358467748
['art_painting'],"['cartoon', 'photo', 'sketch']",0.5,ERM,0.7070778409095549,0.520234156273861,1.7545743957161903,1.7999667168258668
['art_painting'],"['cartoon', 'photo', 'sketch']",0.5,ERM+NC,0.6449551504489129,0.5151438024942734,1.7637546882033348,1.8025999747075794
['art_painting'],"['cartoon', 'photo', 'sketch']",0.5,CORAL,0.6030779779065926,0.424790022906592,1.7605751566588879,1.807071731735542
['art_painting'],"['cartoon', 'photo', 'sketch']",0.5,CORAL+NC,0.8033250884395349,0.6922881140239247,1.7772053368389606,1.8133504207992788
['art_painting'],"['cartoon', 'photo', 'sketch']",0.8,ERM,0.8768429091172978,0.8261644184270807,1.6685808078915465,1.726041243537816
['art_painting'],"['cartoon', 'photo', 'sketch']",0.8,ERM+NC,0.7650992097096845,0.6510562484092645,1.6732067594341202,1.7317885371403043
['art_painting'],"['cartoon', 'photo', 'sketch']",0.8,CORAL,0.8403015290184018,0.704504963094935,1.6645077747457169,1.7246770753617895
['art_painting'],"['cartoon', 'photo', 'sketch']",0.8,CORAL+NC,0.8053833361181636,0.6696360397047595,1.6763105883317835,1.7359410073614832
['cartoon'],"['art_painting', 'photo', 'sketch']",0.1,ERM,0.45823396192272803,0.36962890625,1.8998117276600428,1.913540500707598
['cartoon'],"['art_painting', 'photo', 'sketch']",0.1,ERM+NC,0.28495670655221755,0.22932043777042505,1.8926372357777186,1.9061566039137727
['cartoon'],"['art_painting', 'photo', 'sketch']",0.1,CORAL,0.5413919879027737,0.48095703125,1.891811796597072,1.910526545319365
['cartoon'],"['art_painting', 'photo', 'sketch']",0.1,CORAL+NC,0.6094866034149251,0.5187070501399847,1.8994017839431763,1.91084434745426
['cartoon'],"['art_painting', 'photo', 'sketch']",0.2,ERM,0.7729876367203078,0.6757444642402647,1.8471487590244837,1.8764178329289969
['cartoon'],"['art_painting', 'photo', 'sketch']",0.2,ERM+NC,0.6966168454085085,0.5156528378722322,1.8629868030548096,1.8792532325122504
['cartoon'],"['art_painting', 'photo', 'sketch']",0.2,CORAL,0.7718025784200084,0.68017578125,1.852028020790645,1.8755443999198496
['cartoon'],"['art_painting', 'photo', 'sketch']",0.2,CORAL+NC,0.667070144307894,0.5833545431407483,1.8617247343063354,1.8834917992752878
['cartoon'],"['art_painting', 'photo', 'sketch']",0.5,ERM,0.7696773370631954,0.6833799949096462,1.7082446548673842,1.7797382597242823
['cartoon'],"['art_painting', 'photo', 'sketch']",0.5,ERM+NC,0.8487291871422274,0.7724611860524306,1.729357918103536,1.7827912386564642
['cartoon'],"['art_painting', 'photo', 'sketch']",0.5,CORAL,0.710692236994578,0.640625,1.722827245791753,1.789279767321623
['cartoon'],"['art_painting', 'photo', 'sketch']",0.5,CORAL+NC,0.7891576778697155,0.7370832272842962,1.7302768793370988,1.7822534857517496
['cartoon'],"['art_painting', 'photo', 'sketch']",0.8,ERM,0.8613954835024847,0.7788241282769153,1.593978713298666,1.6885619456614716
['cartoon'],"['art_painting', 'photo', 'sketch']",0.8,ERM+NC,0.8681184788276114,0.7452277933316366,1.6023841418068985,1.6947367277379124
['cartoon'],"['art_painting', 'photo', 'sketch']",0.8,CORAL,0.9225391977303823,0.8554339526597099,1.5990844389487957,1.6892939425007045
['cartoon'],"['art_painting', 'photo', 'sketch']",0.8,CORAL+NC,0.7888418689373449,0.7472639348434716,1.6021262571729462,1.695215585380797
['photo'],"['art_painting', 'cartoon', 'sketch']",0.1,ERM,0.2319217428323157,0.21875,1.9039759397506715,1.930110595595389
['photo'],"['art_painting', 'cartoon', 'sketch']",0.1,ERM+NC,0.3463854120258902,0.26724357342835325,1.9037696599960328,1.9235786413383786
