train_domains,test_domains,fraction,method,avg_acc,worst_acc,train_loss,val_loss
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.1,ERM,0.4509747810247296,0.36745886654478976,1.5028486251831055,1.5839535744742432
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.1,ERM+NC,0.21253208394759848,0.10459363957597173,1.5281425267457962,1.5963870424143816
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.1,CORAL,0.42028865737114346,0.3637440758293839,1.506203219294548,1.577768112615942
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.1,CORAL+NC,0.5065052015395778,0.4212085308056872,1.5130068808794022,1.5759802743104412
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.2,ERM,0.524014500598926,0.45082938388625593,1.4473965540528297,1.558271568939525
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.2,ERM+NC,0.4986318003311656,0.3906990521327014,1.4207491278648376,1.556138936748028
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.2,CORAL,0.3107347177991507,0.14063604240282684,1.4332101196050644,1.5671125645925335
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.2,CORAL+NC,0.32081283312252573,0.28732227488151657,1.4386799782514572,1.569111467853828
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.5,ERM,0.5635901813964562,0.47775746496039,1.230844142960339,1.4871177383574032
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.5,ERM+NC,0.41656865323217684,0.3265017667844523,1.2240728605084303,1.5038237138347803
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.5,CORAL,0.41010795199567557,0.3809187279151943,1.2130494553868363,1.5005573392049902
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.5,CORAL+NC,0.46371191955226254,0.4084715639810427,1.233331700650657,1.4953793158161188
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.8,ERM,0.5120736010494834,0.48567946374162096,1.0859235001332832,1.4479803262345872
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.8,ERM+NC,0.41905814687785864,0.31448763250883394,1.0936146143710974,1.4571169013303038
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.8,CORAL,0.41103359516603594,0.3729265402843602,1.089697668949763,1.4580559104512665
['LabelMe'],"['Caltech101', 'SUN09', 'VOC2007']",0.8,CORAL+NC,0.520179681868072,0.48726303317535546,1.089040700233344,1.448451584121945
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.1,ERM,0.2980014249216315,0.1618374558303887,1.5457025051116944,1.5782309243509152
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.1,ERM+NC,0.5704383861034882,0.4828199052132701,1.5383887529373168,1.5605855916212101
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.1,CORAL,0.3455365552273233,0.17950530035335688,1.5413253545761108,1.5780731723863408
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.1,CORAL+NC,0.5191592946400846,0.44638625592417064,1.5500857830047607,1.5710112635416074
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.2,ERM,0.6320364559909292,0.5169427710843374,1.477926003932953,1.530328996876621
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.2,ERM+NC,0.628461111372289,0.5346563981042654,1.489855706691742,1.5365843321543255
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.2,CORAL,0.6281173435220965,0.5090361445783133,1.481858730316162,1.530659532934702
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.2,CORAL+NC,0.5514716083028209,0.4840047393364929,1.4934561550617218,1.5421532344767386
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.5,ERM,0.6008071612055712,0.5402861445783133,1.323491049747841,1.4519119446574082
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.5,ERM+NC,0.632482150059552,0.5338855421686747,1.3200883000504737,1.438557375785044
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.5,CORAL,0.6324474160605041,0.5485781990521327,1.3158292817134483,1.4524865987475721
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.5,CORAL+NC,0.6604073668276845,0.5826421800947867,1.3268705115598791,1.4407681194327902
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.8,ERM,0.6430423223549163,0.5700301204819277,1.1809638884009384,1.3660553338901924
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.8,ERM+NC,0.6540388834153622,0.5835843373493976,1.1936059913984158,1.3640382136987739
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.8,CORAL,0.6441736248159452,0.5692771084337349,1.18368189509322,1.3711337027162023
['SUN09'],"['Caltech101', 'LabelMe', 'VOC2007']",0.8,CORAL+NC,0.6557923746969859,0.5813253012048193,1.1902445351205222,1.3632905845496648
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.1,ERM,0.6004687513498675,0.49725776965265084,1.5563924431800842,1.5649245305775985
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.1,ERM+NC,0.5945373700818307,0.5463102409638554,1.561846375465393,1.5710720075778173
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.1,CORAL,0.5799032033587156,0.43784277879341865,1.5580106019973754,1.5678892878753148
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.1,CORAL+NC,0.5374043754923354,0.41102985984156004,1.547876501083374,1.5563356930634322
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.2,ERM,0.5619656748150302,0.418951858622791,1.5047371217182703,1.5229074173135204
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.2,ERM+NC,0.5978272614405573,0.4028031687995125,1.502350619861058,1.5267669693057904
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.2,CORAL,0.5513123927202578,0.41102985984156004,1.4947717700685774,1.5190656556755486
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.2,CORAL+NC,0.5832838107878832,0.41042047531992687,1.5127543892179216,1.5284730539721174
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.5,ERM,0.5712431523584881,0.398842169408897,1.375731124327733,1.418307043450561
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.5,ERM+NC,0.5304246262423008,0.3918342474101158,1.3752616277107825,1.4145738490822053
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.5,CORAL,0.5601966765799856,0.4162096282754418,1.369569060894159,1.4062255854277115
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.5,CORAL+NC,0.5592373683444877,0.3964046313223644,1.3717305958271027,1.4041748777922438
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.8,ERM,0.6151323509142848,0.42291285801340645,1.2594872996920632,1.3172649528816214
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.8,ERM+NC,0.6117592294531754,0.42291285801340645,1.2714150108042217,1.3254923749361958
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.8,CORAL,0.5955365899140691,0.4037172455819622,1.257462011916297,1.3228595660455105
['VOC2007'],"['Caltech101', 'LabelMe', 'SUN09']",0.8,CORAL+NC,0.5876194182807418,0.4040219378427788,1.264139473438263,1.3167198842855727
