train_domains,test_domains,fraction,method,avg_acc,worst_acc,train_loss,val_loss
"['SUN09', 'VOC2007']","['Caltech101', 'LabelMe']",0.5,CORAL,0.7058788156158202,0.6280120481927711,2.7263733031702975,1.3836126890593174
"['SUN09', 'VOC2007']","['Caltech101', 'LabelMe']",0.5,CORAL+NC,0.7152189588743667,0.6502259036144579,2.7316083534091127,1.3744279390916325
"['SUN09', 'VOC2007']","['Caltech101', 'LabelMe']",0.8,ERM,0.7046304919323938,0.6276355421686747,2.5105809176840435,1.2776089389513285
"['SUN09', 'VOC2007']","['Caltech101', 'LabelMe']",0.8,ERM+NC,0.7210438928860317,0.6385542168674698,2.5197306435282636,1.2657231296411577
"['SUN09', 'VOC2007']","['Caltech101', 'LabelMe']",0.8,CORAL,0.7098089797351952,0.6351656626506024,2.5134097744778887,1.275176917537276
"['SUN09', 'VOC2007']","['Caltech101', 'LabelMe']",0.8,CORAL+NC,0.7013638032696156,0.6133283132530121,2.5324421481388373,1.2758481267971464
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.1,ERM,0.4282982211589223,0.34673979280926265,1.5474105775356293,1.5901297199265756
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.1,ERM+NC,0.2275878258812156,0.13102409638554216,1.5880328714847565,1.6063373348947951
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.1,CORAL,0.4248130913869514,0.3558805606337599,1.5502664744853973,1.598381831145885
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.1,CORAL+NC,0.23940585135276718,0.13064759036144577,1.5725045502185822,1.6039440781616119
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.2,ERM,0.3244154948520932,0.23461304082876294,1.5160064548254013,1.5965666766131221
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.2,ERM+NC,0.5066951450760022,0.3930530164533821,1.5200147181749344,1.584292632557957
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.2,CORAL,0.46747818027846383,0.3452163315051798,1.5148905217647552,1.5865203945019657
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.2,CORAL+NC,0.4352455768790844,0.3452163315051798,1.5199156999588013,1.59286131723543
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.5,ERM,0.46793475689612496,0.3878732480195003,1.3523875745860012,1.5540378247680398
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.5,ERM+NC,0.4729743719789643,0.3942717854966484,1.3580638332800432,1.561826208601462
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.5,CORAL,0.4637544143377939,0.3918342474101158,1.3519062833352522,1.556169327430155
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.5,CORAL+NC,0.47216138953577785,0.3890920170627666,1.346598576415669,1.5572952377253644
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.8,ERM,0.48792668370238507,0.3973187081048141,1.2355040550231933,1.5236026615966753
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.8,ERM+NC,0.4878445072183921,0.3863497867154174,1.2268035752432687,1.5330090209494855
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.8,CORAL,0.4742677406501974,0.3924436319317489,1.204816062109811,1.5247686512031502
['Caltech101'],"['LabelMe', 'SUN09', 'VOC2007']",0.8,CORAL+NC,0.48089421956231365,0.3927483241925655,1.230159718649728,1.5331850074394209
